p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
0.3206194562129429,0.5906214248887971,0.128,0.117,1,DACH1
0.32065974854258666,-0.21859219367757188,0.013,0.019,1,COL18A1
0.3210680139955249,0.3521324192942825,0.198,0.186,1,ZCCHC6
0.32112335509139134,-0.1862588676334549,0.036,0.046,1,ADO
0.32147904123716126,0.1630169686211722,0.081,0.067,1,PSMF1
0.32160143952687803,-0.3917394510898937,0.013,0.019,1,SARS2
0.3221320101361847,0.8245785946556392,0.063,0.053,1,TRAPPC2
0.3225478967449727,-0.2021133192356852,0.039,0.05,1,BUD13
0.3227516125102638,0.394859987178139,0.225,0.216,1,CGGBP1
0.32309073565231733,0.4155053424491775,0.073,0.061,1,ELP4
0.32315173874465125,1.7576408717867524,0.011,0.006,1,BOLA3-AS1
0.32315173874465125,1.7471823272014166,0.011,0.006,1,CEP131
0.32315173874465125,1.3116909235800147,0.011,0.006,1,DCBLD1
0.32315173874465125,1.5036065248973456,0.011,0.006,1,GNAI1
0.32315173874465125,2.031825113797198,0.011,0.006,1,HYMAI
0.323253739093706,-0.24102595662959914,0.013,0.019,1,GKAP1
0.3237639212534756,-0.19266195591283264,0.039,0.05,1,FKBP4
0.3240255582187061,0.12272839589050388,0.068,0.083,1,POGLUT1
0.3240539022142507,1.4822649525992873,0.011,0.006,1,PAXIP1-AS2
0.32419856593384755,-0.1538639793792771,0.022,0.03,1,NAGPA
0.3243549875692221,1.264783741854341,0.011,0.006,1,XRRA1
0.3244643302684304,0.14635193908764377,0.059,0.072,1,AGL
0.32467439231752215,0.228693042162039,0.013,0.019,1,PUS10
0.32495770455793216,0.9988816489366839,0.011,0.006,1,SIDT2
0.324982933547436,0.847536564344531,0.047,0.037,1,ABCC5
0.3252879138001639,0.5403408552000579,0.067,0.056,1,CARD8-AS1
0.3253862406743892,0.2992311975940778,0.013,0.019,1,SND1-IT1
0.32556114989548923,0.5684151329369236,0.011,0.006,1,MAP3K20-AS1
0.32590114365944917,0.34385222240165725,0.233,0.22,1,ME2
0.3260907445217735,-0.10719033893229035,0.031,0.04,1,ZNF766
0.3261653129660284,0.5419957976522518,0.011,0.006,1,PRRT3
0.3263223287329164,-0.228192904660093,0.049,0.061,1,PCYT1A
0.32646768349107735,1.0048531476775002,0.011,0.006,1,DUSP5
0.32695803314668476,0.8100178975909329,0.083,0.072,1,COG3
0.32705116511190335,0.2957578461969472,0.013,0.019,1,SEC61A2
0.32707294956742217,0.5273234611697273,0.011,0.006,1,FAM222B
0.32707628452781795,0.5464468929621682,0.085,0.074,1,ZNF431
0.3277663947141366,0.18815781652683228,0.013,0.019,1,FAM43A
0.32781041294835034,0.4796970642452513,0.221,0.212,1,CTNNAL1
0.3282856663919136,0.2320689233762092,0.011,0.006,1,TRIB3
0.3283503656201369,0.622699948218328,0.071,0.059,1,TCEANC2
0.3287216118918005,0.44341187290870465,0.013,0.019,1,ALG9
0.3289340007780004,0.16618426971643308,0.047,0.059,1,GNE
0.3292837058967961,0.9487738515399267,0.049,0.04,1,TMEM206
0.32988399620928555,0.30385484936127916,0.23,0.218,1,PRLR
0.3300270051878224,0.3585867539065861,0.128,0.115,1,MIR4435-2HG
0.33032395911365753,0.18183987780028277,0.039,0.05,1,ZNF252P
0.3303635505665934,-1.1119829321901449,0.009,0.014,1,CYP2R1
0.33216082278783066,-0.5375108705433718,0.03,0.038,1,CTNND1
0.33223521442834775,0.1325433764829531,0.142,0.168,1,SCARNA9
0.33302040384287857,0.1147196117091982,0.188,0.175,1,MARK3
0.33317850103836844,0.3259742922648228,0.113,0.099,1,SETDB2
0.3333323666247487,0.5405026411213132,0.152,0.139,1,EML4
0.33358807907958266,0.11929974181297043,0.111,0.13,1,POM121
0.33373387846673586,-0.4696807165638175,0.009,0.014,1,ZNF583
0.3340157368364617,-0.800241452023811,0.009,0.014,1,ZNF440
0.33411112755245287,0.8135724776100064,0.061,0.051,1,MED21
0.3341339588957509,0.4375764384950034,0.12,0.107,1,COQ10B
0.3342957072168463,0.24546189005190083,0.264,0.258,1,DENR
0.33432257249571246,-1.8122766803754562,0.006,0.01,1,LRP5L
0.3345514775417486,0.1585260251429832,0.093,0.111,1,SLC16A7
0.33482680285721583,0.37791630047009095,0.091,0.079,1,PLPP5
0.33486223272768934,-0.7428139818462443,0.009,0.014,1,PIK3C2B
0.33490269068186157,0.41987812986429063,0.077,0.066,1,DCTD
0.3349836399308764,0.7090622734486545,0.098,0.087,1,INTS13
0.3354193738887719,0.21594303180031083,0.119,0.139,1,ZHX1
0.3356168668822793,0.4517349019787101,0.246,0.242,1,CRBN
0.33571010966231596,-0.8878430279258538,0.009,0.014,1,JRK
0.33571010966231596,1.8616621379169978,0.013,0.008,1,CLDND2
0.33572955713303465,0.25330267973968645,0.016,0.022,1,FAM161A
0.33575097632515594,0.2994551009752277,0.278,0.271,1,VPS36
0.3359930421759666,2.2856137228275046,0.013,0.008,1,FSTL3
0.3360489796946678,1.3621863687208022,0.032,0.024,1,CELA1
0.33614701228948474,-0.12587775963436765,0.081,0.096,1,C12orf45
0.33662774173301935,1.1536140810238953,0.035,0.027,1,C2CD3
0.33680199038814757,-0.29637870068228533,0.061,0.074,1,DENND6A
0.336808162781914,-1.2678055212612644,0.006,0.01,1,DPY19L2P3
0.33684276023043674,1.5620260337992873,0.013,0.008,1,SKIDA1
0.33686200834231017,0.7427241020574371,0.07,0.059,1,RNPEP
0.33755760615406094,-0.23411486197317677,0.089,0.104,1,OTULIN
0.3376092087799605,-0.1494138603659101,0.033,0.042,1,RSPRY1
0.3377183643189612,0.16688643325799513,0.056,0.069,1,MTX1
0.33779445916446177,0.728977536812039,0.092,0.082,1,COG5
0.3378770443318696,-1.253400974576059,0.006,0.01,1,FLVCR2
0.3378770443318696,-0.9755424258203531,0.006,0.01,1,ZFP69B
0.3380886691615585,0.899744264917218,0.06,0.05,1,TRIM37
0.3382055611131643,1.1393175435696326,0.034,0.026,1,HMGCL
0.3382620249503358,-0.20227832764140619,0.009,0.014,1,RSAD2
0.3382626159100531,0.18488266125679131,0.095,0.112,1,FOXJ3
0.3385463380240138,1.2961731711430877,0.013,0.008,1,MSANTD2
0.3389950850553219,0.3009223288958709,0.084,0.101,1,MAP2K3
0.3391154242413549,-0.1482999063142465,0.009,0.014,1,DBP
0.33915622615503394,0.19029363958598977,0.116,0.138,1,MAX
0.3391881600008269,0.23150343303999676,0.088,0.106,1,ARMC8
0.3393056054832194,-1.0420219045414276,0.006,0.01,1,FMNL2
0.3395789474681115,0.21308377493500075,0.183,0.17,1,HSD17B4
0.33966335026995315,-1.3037857600765692,0.006,0.01,1,ZNF580
0.33966335026995315,-0.8428950023389072,0.006,0.01,1,ZSWIM8-AS1
0.3396820186468628,0.22968257102012357,0.063,0.077,1,MOB3A
0.3398609360701109,-0.34610680327694876,0.048,0.059,1,XRCC2
0.3400213368252387,-0.7488484374067985,0.006,0.01,1,ZSCAN32
0.34034801905546547,-0.23519704383643925,0.041,0.051,1,OTUD5
0.3407380351774311,-1.2181566674732043,0.006,0.01,1,CCDC39
0.3407380351774311,-0.7523784700875851,0.006,0.01,1,TIGD5
0.3408263628902602,1.0947549791611726,0.013,0.008,1,FAM149B1
0.34109674694168807,-0.3314381981888168,0.006,0.01,1,HIST1H3I
0.34130117762888457,0.5028504829850826,0.043,0.034,1,PITPNC1
0.34139790222288413,0.9334528561745374,0.013,0.008,1,ZNF862
0.3414557004091972,-0.39672539804256157,0.006,0.01,1,LEPR
0.34153206137572645,0.8666275652225055,0.035,0.027,1,PPP1R3E
0.34157955536227086,0.6265096503512209,0.053,0.043,1,SMYD3
0.34181489556300054,-0.3571695486170787,0.006,0.01,1,NPIPB11
0.3418403960107053,0.7702169783966766,0.037,0.029,1,CBFA2T2
0.3418492312940852,0.6899177970063346,0.063,0.053,1,UBE2L6
0.3421743323858865,-0.4058651137042455,0.006,0.01,1,KCTD17
0.3421743323858865,-0.23878007483108288,0.006,0.01,1,SLC22A5
0.3421743323858865,-1.645642349552297,0.006,0.01,1,SMTN
0.3421743323858865,-0.30707081935793035,0.006,0.01,1,ZSCAN16
0.3422142853123385,0.10631001361570647,0.016,0.022,1,WDPCP
0.342542820156764,1.244371316323785,0.013,0.008,1,ZNF782
0.34266089325310495,-0.2400308020681594,0.019,0.026,1,ULK4
0.3428294327699442,0.21009346958418984,0.009,0.014,1,CD99P1
0.3428939309687931,0.3279324229144036,0.006,0.01,1,KLHL21
0.3428939309687931,-0.10785672143181824,0.006,0.01,1,LOC100132057
0.34294487217448816,2.0535157088368834,0.015,0.01,1,VIPAS39
0.343254092693122,0.4968789241306686,0.006,0.01,1,NRXN2
0.343403117688844,0.5744984315074966,0.013,0.008,1,LOC100286925
0.3436144960151503,0.3460519150806167,0.006,0.01,1,DCUN1D2
0.3436144960151503,-0.19058291606642452,0.006,0.01,1,LOC100499489
0.34369018997612244,0.6778446777830265,0.013,0.008,1,LOC101928042
0.3438594283271433,-0.11569172960231233,0.047,0.058,1,TFB2M
0.34397741546948873,0.39835374082149766,0.013,0.008,1,FAM160B2
0.34415075008556095,-0.4957772159297451,0.024,0.032,1,SETMAR
0.34467031624996436,0.6383604358861015,0.072,0.061,1,EDRF1
0.3446971553813495,0.1851178550219963,0.006,0.01,1,LINC01126
0.34489152108447574,0.19664950089167488,0.245,0.285,1,OIP5-AS1
0.3450505753302386,0.4711664083465089,0.188,0.181,1,CASP1
0.34515865282448305,0.31647757439293356,0.053,0.066,1,NFYC
0.34520315025720666,-0.30880673919752377,0.033,0.042,1,TRIM52-AS1
0.34524447116793805,-0.28159882951535486,0.071,0.083,1,ISOC2
0.3452947391004235,-0.149077482231882,0.248,0.277,1,IFNAR1
0.34560720901889824,0.1452176710243971,0.049,0.061,1,PACS1
0.3456576287027298,0.17132671119354703,0.348,0.351,1,YME1L1
0.3457829675591868,0.5518442882560526,0.106,0.093,1,FEM1C
0.34603624003089056,-0.1035367347178684,0.06,0.072,1,RBM14
0.3460710254375733,-0.29141473972919807,0.126,0.144,1,VPS41
0.3461820286610905,-0.12570764160279885,0.207,0.234,1,EAPP
0.34642343078791155,1.696218886226541,0.015,0.01,1,SUSD3
0.3464408039100343,0.10346143019862897,0.019,0.026,1,MRM3
0.3466533657107597,0.6113397301739552,0.035,0.027,1,SLC25A1
0.3466919397220027,1.4479292390155738,0.015,0.01,1,HERC2P9
0.3467835731487184,0.5405459694569328,0.053,0.066,1,NDST2
0.3472293549600436,1.140514757460255,0.015,0.01,1,C1QTNF3
0.3475613652921391,0.33000892249936786,0.049,0.061,1,CHM
0.3476288771140871,0.23796105360739306,0.049,0.061,1,ARL5B
0.3479735480465172,0.1397067945290802,0.058,0.071,1,FRG1EP
0.34823627291726317,0.6322476362489371,0.028,0.037,1,TTC3P1
0.34863776823977355,-0.4178572095492621,0.024,0.032,1,ARHGEF10L
0.3486573849739207,-0.18652731132186684,0.064,0.077,1,NQO2
0.3488134480818019,-1.00514419580107,0.012,0.018,1,DGUOK-AS1
0.3491871883153739,0.11332795893449443,0.019,0.026,1,RAI1
0.34924870618731174,0.10021648982942732,0.052,0.064,1,STAG3L2
0.3494522088691732,0.4301193229240088,0.042,0.053,1,POLD1
0.3495225392207983,0.12943958384350607,0.049,0.061,1,DDX49
0.3495558881114023,0.9666069572231089,0.032,0.024,1,WRAP73
0.3496456034624095,0.28782242965714133,0.258,0.247,1,SNX27
0.3498229273863502,0.4453227926972545,0.019,0.026,1,PCNX3
0.34992437628666806,0.938679460074316,0.015,0.01,1,SLC16A4
0.3502302802297221,0.4496074824402268,0.201,0.191,1,PTCD3
0.3502710647088782,-0.22148125831341492,0.033,0.042,1,UTP15
0.35053431470591134,0.3348408793342672,0.08,0.096,1,SUPT7L
0.3508443639200748,0.7566103306511005,0.034,0.026,1,C5orf63
0.3511152855186883,0.4493275137614243,0.037,0.029,1,IRF7
0.3512187034865589,1.2636808155167536,0.024,0.018,1,TANGO6
0.3515551901181349,0.6014290144229086,0.034,0.026,1,ARMC6
0.35204610111637136,0.23765990570553686,0.155,0.181,1,HSPB1
0.35208992314359666,0.5150579309497498,0.015,0.01,1,TTYH2
0.3521008417097446,0.504934957820045,0.051,0.042,1,PCGF6
0.3522669279288192,0.4377683228791267,0.034,0.026,1,TVP23C
0.3523044876146876,0.16824167237184295,0.094,0.112,1,AHSA2
0.3525672324803137,1.2400863542361291,0.019,0.013,1,PYGO2
0.35274218273084285,1.0245228599033243,0.028,0.021,1,KMT5C
0.3528083315550198,1.4290345224897854,0.019,0.013,1,MPZL3
0.3528083315550198,1.3370900795164693,0.019,0.013,1,YTHDF3-AS1
0.3529041860240503,0.6111750351207208,0.015,0.01,1,IPO13
0.35336412512719323,0.5337750223582964,0.036,0.046,1,TASP1
0.35336549403211076,0.5408392813813758,0.115,0.103,1,C6orf106
0.35351324011271007,0.7840255074960907,0.099,0.088,1,DCAF5
0.3537196391072676,0.27634477093205234,0.015,0.01,1,ZBTB11-AS1
0.3539172121570086,0.8109328030691567,0.06,0.05,1,ISG15
0.3539773935164069,0.4858928458916516,0.058,0.048,1,TFPT
0.3540614655103574,0.2669619536760153,0.039,0.03,1,HAGH
0.35426393558224334,0.4211879696975389,0.015,0.01,1,CATSPER2
0.3543934805025383,0.30173606561890176,0.138,0.162,1,NUTF2
0.35474270304771527,0.7264413562048624,0.066,0.056,1,PPP1R12B
0.3548087608280216,0.8174773976968348,0.015,0.01,1,SLC7A6OS
0.35488311304627185,0.15954740853335997,0.22,0.255,1,MRPS16
0.35502883023846166,1.0277969798304403,0.017,0.011,1,LOC389765
0.35504746458432007,-0.6182527310136683,0.012,0.018,1,NARFL
0.3551716040457588,-0.19652876334911806,0.24,0.268,1,USP3
0.35528488535866504,0.8822787065900677,0.017,0.011,1,IFT172
0.3553635186067719,0.9654081980948157,0.022,0.016,1,LMBR1L
0.3555907182519786,0.15048784495069323,0.141,0.128,1,C21orf33
0.35562104312265486,1.2664340864874268,0.04,0.032,1,PARP6
0.35565279753767143,1.267080883407477,0.02,0.014,1,ATG16L1
0.3558198069844935,0.412536874649142,0.076,0.066,1,KAT2B
0.35589226181700623,0.27399192935006766,0.055,0.067,1,PMM1
0.356093263081749,-0.38853589562388446,0.012,0.018,1,MAN1B1-AS1
0.3561262880376108,-0.25655833935535677,0.046,0.056,1,MUT
0.35613691535766806,0.22302276568878798,0.068,0.082,1,PLEKHA3
0.35631027075594035,0.9292911138639957,0.017,0.011,1,EXOC6B
0.3565291060775106,0.7240006549245215,0.032,0.024,1,RBM45
0.35682224870485646,0.6462167963572722,0.123,0.112,1,CCDC125
0.3570802405703151,0.21623423090967542,0.027,0.035,1,USP9Y
0.3571020363931806,0.21989201518658286,0.104,0.123,1,ACLY
0.3572521729174565,0.3520589710414761,0.021,0.029,1,ZNF321P
0.3572689992560875,1.2454211605197387,0.02,0.014,1,DVL1
0.3574032393244621,-0.16152064095149132,0.012,0.018,1,TRAM2-AS1
0.35759462287413357,1.3089970322296147,0.017,0.011,1,TRMT44
0.35785184258692654,0.9588796749783146,0.017,0.011,1,METAP1D
0.3579171725766464,-0.11638369890445277,0.172,0.196,1,ALG13
0.3579762902310341,1.5177376121429318,0.038,0.03,1,TGIF1
0.358109178707179,0.704088073200249,0.017,0.011,1,GPN2
0.35813888069605226,1.2807736997187416,0.019,0.013,1,TRIM35
0.3583823762921268,0.729355884251726,0.019,0.013,1,TMEM129
0.3586242001313583,0.389966474231338,0.017,0.011,1,ZMYM3
0.3588898181711201,1.3799451837404728,0.02,0.014,1,LOC100133091
0.35918209757526787,0.41774087922635905,0.026,0.019,1,HPSE
0.35919637191184534,-0.1173791476403121,0.046,0.056,1,EGLN2
0.35924613857847243,0.9903940079256062,0.024,0.018,1,HLA-F-AS1
0.35956899093316785,0.2081281708026137,0.035,0.045,1,REXO1
0.3596371452474488,0.22347787963968102,0.012,0.018,1,ZFP64
0.36000737736901545,1.0743315262285842,0.022,0.016,1,LOC100130698
0.36004062940409004,0.4730553964942499,0.07,0.059,1,AURKB
0.3601126608105342,0.46326228052349605,0.083,0.072,1,RP2
0.36035724516300444,0.10841704642606254,0.086,0.101,1,TRAK1
0.3604648964576146,0.22598831249593565,0.119,0.139,1,FAM208B
0.3605968273566869,0.26296514715249897,0.131,0.154,1,C22orf39
0.3606738827620848,0.9595487998139784,0.022,0.016,1,PFN1P2
0.36098050875382837,0.7963761168082142,0.02,0.014,1,GMEB2
0.36117706763278856,0.32025664399881393,0.084,0.072,1,HTT
0.3612649775040054,0.25308310088759667,0.027,0.035,1,SHC1
0.3613280680332703,0.4279702175570701,0.095,0.083,1,ANKRD49
0.3618022415265919,0.3235195582038002,0.019,0.013,1,ZNF546
0.36180485617027,0.5269477618444891,0.028,0.021,1,EIF2AK3
0.3618504289368685,0.7284930281694573,0.026,0.019,1,TBC1D12
0.3619835614052223,-0.1356459440433282,0.165,0.188,1,SUGT1
0.36206630739777484,1.0477337399730118,0.042,0.034,1,TEP1
0.3621452923516493,0.8024432943192803,0.02,0.014,1,SIGLEC7
0.3622260570002649,0.25872141888559175,0.408,0.413,1,FAM49B
0.36224237997638936,0.4245521873603231,0.017,0.011,1,PTPDC1
0.3622924579725244,0.7782315172114496,0.019,0.013,1,PRKAB1
0.36230665340882506,-0.3192640721098998,0.015,0.021,1,IKZF3
0.36267233615544814,0.585507682384784,0.058,0.048,1,FRAT1
0.3626780356455347,0.6276252936259672,0.022,0.016,1,SGK494
0.36273599901440334,0.5033875415783531,0.207,0.2,1,SPIDR
0.36288000961007866,0.6129898368566016,0.026,0.019,1,NIT1
0.36289592978579904,0.2097271301985688,0.095,0.112,1,TXLNA
0.36334763989768276,0.686864300425635,0.022,0.016,1,AS-PTPRE
0.36346813722433524,0.26127892804419606,0.012,0.018,1,CCDC146
0.36354614908058747,0.8154614162666594,0.02,0.014,1,AKT1S1
0.3639999681092814,0.23345967552655544,0.062,0.075,1,PLCXD1
0.36416399773807734,0.14313189863291986,0.139,0.162,1,TTC39C
0.3641830785205328,0.12613254520331332,0.236,0.268,1,ERBIN
0.3642046882197255,0.17103979342011244,0.098,0.115,1,HVCN1
0.36436957529882574,0.7859896845229248,0.064,0.054,1,RNF111
0.3643922689473659,0.5012752232106554,0.028,0.021,1,SCAMP4
0.364450577808214,0.3094193051204889,0.193,0.183,1,LZIC
0.36446535636020494,0.9177872774995524,0.022,0.016,1,TSPAN17
0.3644820972957521,0.7020425553157916,0.056,0.046,1,PLD1
0.36449381483055393,0.5770457010644199,0.046,0.037,1,ZNF720
0.3645294373990831,0.3030526182591391,0.012,0.018,1,KIAA1522
0.36462270407281183,0.7611355236220638,0.056,0.046,1,LIMD1
0.364741530048447,0.249507845227244,0.202,0.236,1,CNIH1
0.36520617739392874,-0.20263803278655868,0.015,0.021,1,SLC27A1
0.36529692332081143,0.3810312699475127,0.12,0.107,1,NAA16
0.3655568040183772,0.7839850698098365,0.024,0.018,1,RNF123
0.3656908364531688,-0.42277531651576705,0.015,0.021,1,ZMAT5
0.36593331645725746,-0.5074813342815676,0.015,0.021,1,ZDHHC9
0.36631262826143607,0.24319932726821092,0.048,0.059,1,CITED4
0.36637150796145523,0.16557349905468577,0.051,0.062,1,ZNF593
0.36641857736816047,-0.17770194266926786,0.015,0.021,1,PIGW
0.36651743188161057,-0.19908187006250744,0.088,0.103,1,SNRNP48
0.36652550077662843,0.5219695961201576,0.024,0.018,1,TRMT61B
0.3667409828972012,0.4967511092597494,0.024,0.018,1,C1orf112
0.36690423942054756,-0.6010658100790103,0.015,0.021,1,CMBL
0.36715941941259644,0.8067546641727534,0.056,0.046,1,CLN5
0.36729829647973117,0.39265407770584115,0.02,0.014,1,SMG9
0.36740110759171085,0.787536025586749,0.044,0.035,1,METTL25
0.367616320272865,0.20318180617905618,0.325,0.329,1,TBC1D5
0.36821021098196355,0.4386757321556698,0.082,0.071,1,TTLL5
0.36857733673118576,-0.39978431120116253,0.057,0.069,1,ECI1
0.3685962063443874,0.5583571814678994,0.094,0.083,1,RHOT2
0.3686238474053155,-0.703535292929955,0.02,0.027,1,PIK3IP1
0.3686755804352864,0.11415419279442074,0.609,0.654,1,PKM
0.36870043197755337,0.8492433173429514,0.052,0.043,1,ZNF12
0.3688016322128928,-0.27719303136254103,0.032,0.04,1,CCDC15
0.3690003742198013,0.7714407767441012,0.04,0.032,1,NFXL1
0.3690350559827381,-0.12923552988422604,0.095,0.111,1,HEATR1
0.3690605331992971,0.5443837550309043,0.062,0.053,1,GCHFR
0.3692396775698431,0.3656763192358472,0.106,0.125,1,MRFAP1
0.3694955328126093,0.6331107458408098,0.085,0.074,1,MYNN
0.36955112987780764,-0.21949427084503137,0.029,0.037,1,ZNF69
0.3695825477143281,-0.36867465480929695,0.015,0.021,1,CHRNA5
0.3695825477143281,-0.2493242560148925,0.015,0.021,1,LLGL1
0.3699389640147534,0.11391191591539829,0.146,0.168,1,SUPT5H
0.3700043101256996,0.14579729962316756,0.028,0.021,1,MSMO1
0.37002622742985675,0.2136934146593088,0.057,0.069,1,SAT2
0.37041625525306876,0.10259758788235729,0.024,0.018,1,PRMT9
0.37063735161186406,-0.2912073134984594,0.07,0.082,1,MELK
0.3706511385366361,-0.6505861965403947,0.018,0.024,1,WDR59
0.370839640818452,0.17735519533589428,0.334,0.378,1,GLIPR2
0.371304341146314,-0.5826869452829033,0.026,0.034,1,DDIAS
0.371355432614533,-0.42591003292727736,0.029,0.037,1,DNAJB9
0.3715195488327805,0.40769699071805965,0.155,0.143,1,LONP2
0.37226242153807293,0.10501652289482122,0.059,0.071,1,CTNNBIP1
0.37268842222568405,-0.150323307047751,0.037,0.046,1,ERCC6
0.3730654481608301,-0.8402803236264451,0.02,0.027,1,TCTN1
0.3731639674293881,0.14009923199233576,0.12,0.139,1,AKR1A1
0.3732880910082471,0.6148053818623587,0.119,0.109,1,DNTTIP1
0.3738985724933158,0.20213734469087719,0.149,0.173,1,STAU1
0.37399136942992595,0.30910801674591504,0.015,0.021,1,PKP4-AS1
0.37454661742709167,-0.19151945742541487,0.034,0.043,1,TP53RK
0.3745724792564391,-0.9916534517910289,0.008,0.013,1,DHRS4L1
0.3745724792564391,-0.5279296602536032,0.008,0.013,1,MIER2
0.37461692227166266,1.1692730332892292,0.034,0.027,1,HIST1H2AK
0.3747661680169836,-0.3194589619287993,0.02,0.027,1,GOLGA8B
0.37486530348816877,0.6851786619680382,0.073,0.062,1,POLI
0.37504345808515605,0.3077341048608897,0.06,0.05,1,TMEM260
0.3752147392916195,0.868220819121019,0.04,0.032,1,CCDC26
0.37526885574607893,0.6329977661450883,0.044,0.035,1,D2HGDH
0.37535343168514845,1.1484975755519056,0.038,0.03,1,CRK
0.37568274531219004,0.7172224266330258,0.079,0.069,1,PPP1R10
0.37618008672640857,0.1412612439700507,0.083,0.072,1,HIST1H3B
0.37624388862566643,0.16639092908619835,0.393,0.457,1,SLC25A37
0.3762582226736883,0.10996315648334276,0.02,0.027,1,CDK8
0.37626085911447216,-0.3325641717561485,0.032,0.04,1,PKD1P6-NPIPP1
0.3763762962530159,0.13361455377179055,0.118,0.136,1,LAMTOR3
0.37645537730529177,0.5726187689376364,0.134,0.125,1,QSER1
0.37646608798720244,0.24667315643988896,0.049,0.04,1,CERS5
0.37681839813082724,-0.5290541264897906,0.008,0.013,1,LINC01128
0.3768987953942592,-0.46362825409169206,0.02,0.027,1,TMEM41A
0.3770468008882657,0.7355804918165907,0.137,0.13,1,GCNT1
0.3775836729641096,0.20689859948503625,0.335,0.388,1,RPS4Y1
0.37763809616759597,0.4010825376799798,0.064,0.054,1,SPSB3
0.37778347210583263,-0.5334524498481956,0.008,0.013,1,CLEC1B
0.3777872570783076,0.25069470979597475,0.173,0.2,1,CYP20A1
0.37781200805773585,0.407290091253656,0.155,0.144,1,POU2F1
0.37786286958252313,0.1104309857833854,0.168,0.191,1,MED1
0.3781055015565242,-0.1867827628126717,0.008,0.013,1,CSTF3-AS1
0.3781055015565242,-0.239618456227074,0.008,0.013,1,TNRC6C-AS1
0.3781396262842617,0.4571680568607621,0.086,0.075,1,EXOSC1
0.37842770002782367,-0.4036878130574024,0.008,0.013,1,CCDC107
0.3784724355205579,0.2762221406701188,0.21,0.2,1,SEL1L
0.3787369193481846,0.5163025249714903,0.052,0.043,1,HBP1
0.3787500674941886,-0.5040748255470353,0.008,0.013,1,SNORD95
0.37939530930927995,-0.576277452546945,0.008,0.013,1,C19orf35
0.3795816960344102,0.5774099233393915,0.126,0.115,1,ALDH3A2
0.3796162318331686,1.0047177164589596,0.036,0.029,1,ANKZF1
0.37980251592918,-0.14121055172577845,0.061,0.072,1,LANCL1
0.38000319604828686,0.7489234713647335,0.052,0.043,1,TRAF6
0.38031137351085054,0.1977900058537745,0.114,0.133,1,LILRA2
0.38039727340489415,0.13925237930257506,0.118,0.138,1,MRPL36
0.3805863105865396,-0.11711033080085809,0.061,0.072,1,PMPCA
0.38068781974160204,0.15171809847523043,0.008,0.013,1,TBC1D10A
0.38075633986354224,-0.10769275275738677,0.02,0.027,1,GPD1L
0.38082176454337335,-0.22558946181743567,0.115,0.13,1,DDX10
0.3809569734878045,-0.16486265672838707,0.05,0.061,1,GZF1
0.3810454766470695,0.9308066536382458,0.036,0.029,1,ZHX3
0.3813350879384261,-0.1435102277248701,0.008,0.013,1,MROH6
0.3815972015333357,0.39271273863531175,0.131,0.12,1,GEN1
0.38159952635387573,0.4725346033383975,0.042,0.034,1,MSH5
0.3816589751889889,-0.11999473401503291,0.008,0.013,1,BCDIN3D
0.3816589751889889,0.6671653074394364,0.008,0.013,1,PIP5K1P1
0.3816595292808795,0.26179700216548274,0.09,0.106,1,MYO9A
0.3817636142112963,0.3546462191988822,0.154,0.181,1,LIG1
0.38183348286415836,0.11532162342932306,0.018,0.024,1,BET1L
0.38198302136255924,0.3794840287819419,0.008,0.013,1,ID2-AS1
0.38212550679590496,-0.2503367189655554,0.023,0.03,1,MVB12A
0.38229425830706404,0.30571222234052975,0.018,0.024,1,GSTM4
0.38232868394492237,-0.2764513020541397,0.023,0.03,1,URB1
0.3830643585111725,0.20066679276410215,0.104,0.093,1,STARD4
0.3832809418842509,0.4959931013815986,0.008,0.013,1,SRGAP3
0.3842840339810955,0.6276049559660624,0.099,0.088,1,C3orf38
0.3846918339633019,0.10149600211220156,0.029,0.037,1,UBXN6
0.38489260417533244,0.49835621019615994,0.157,0.146,1,RAB3GAP2
0.3849071234709086,0.6261335776203865,0.008,0.013,1,C7orf31
0.3849071234709086,0.7644038301056959,0.008,0.013,1,SNORD47
0.385066033076725,0.41939379617853145,0.059,0.071,1,SLC16A3
0.3852039026038078,0.2504687490671449,0.154,0.176,1,STX7
0.3855306466820216,0.10282550397765622,0.04,0.05,1,MTURN
0.3856043852947393,0.6336385014146595,0.064,0.054,1,GXYLT1
0.38574609214751676,0.18706160834392427,0.077,0.091,1,CENPB
0.3863946724978868,0.161648288378357,0.266,0.303,1,PRKCB
0.3873371809504645,0.9851348872718053,0.036,0.029,1,YBEY
0.38738526148735597,0.5150554774411136,0.018,0.024,1,CHST12
0.38758385280376084,-0.10361083435928631,0.047,0.058,1,FKTN
0.38759766269978163,-0.8996007451713384,0.011,0.016,1,SLC25A25-AS1
0.38766725713643485,0.4006519962987034,0.074,0.064,1,OSBP
0.3876991956604518,0.4050975856176653,0.075,0.066,1,INTS12
0.3880021153996957,0.5264342418945804,0.063,0.077,1,ODF3B
0.3884619917907023,-0.9038501268131469,0.011,0.016,1,RASGRP1
0.3885014980986146,-0.15646381579806534,0.074,0.087,1,PIK3C3
0.3886227300244227,0.6331387499102239,0.082,0.072,1,C5orf42
0.38865998731538776,0.22343917331309537,0.023,0.03,1,CYP7B1
0.38910788669653723,0.41617432040991686,0.082,0.072,1,HERC3
